Date,Brand,Region,Sales Volume,Revenue ($),Average Price per Unit ($)
2023-05-16,Louis Vuitton,Australia,53,132500,2500
2023-03-16,Rolex,North America,15,120000,8000
2023-09-05,Chanel,Australia,94,282000,3000
2021-04-16,Dior,North America,56,84000,1500
2024-03-19,Dior,North America,38,57000,1500
2022-07-29,Louis Vuitton,Europe,82,205000,2500
2021-10-16,Dior,Asia,11,16500,1500
2023-03-13,Louis Vuitton,Australia,49,122500,2500
2022-03-30,Gucci,Asia,67,80400,1200
2022-03-02,Rolex,Australia,57,456000,8000
2025-01-02,Dior,Middle East,36,54000,1500
2022-01-06,Rolex,Middle East,27,216000,8000
2022-09-12,Louis Vuitton,Europe,49,122500,2500
2021-09-05,Louis Vuitton,North America,53,132500,2500
2023-01-30,Chanel,Australia,68,204000,3000
2022-08-19,Rolex,Europe,73,584000,8000
2022-06-02,Chanel,North America,74,222000,3000
2023-07-05,Dior,Europe,81,121500,1500
2024-12-23,Dior,Middle East,81,121500,1500
2023-04-22,Louis Vuitton,Middle East,99,247500,2500
2021-06-29,Gucci,Australia,19,22800,1200
2022-03-13,Dior,Asia,83,124500,1500
2024-10-18,Rolex,Asia,29,232000,8000
2023-12-31,Gucci,Asia,16,19200,1200
2021-11-25,Dior,Europe,50,75000,1500
2024-07-05,Chanel,Middle East,96,288000,3000
2023-07-14,Dior,Middle East,10,15000,1500
2023-01-16,Gucci,North America,20,24000,1200
2021-04-28,Chanel,Australia,7,21000,3000
2024-04-12,Louis Vuitton,Asia,28,70000,2500
2022-02-26,Rolex,Asia,27,216000,8000
2021-05-14,Louis Vuitton,Europe,53,132500,2500
2023-02-23,Chanel,North America,28,84000,3000
2024-06-18,Louis Vuitton,Europe,4,10000,2500
2025-01-28,Rolex,Australia,61,488000,8000
2024-10-21,Dior,Australia,88,132000,1500
2025-01-31,Gucci,Australia,6,7200,1200
2022-07-20,Chanel,Middle East,87,261000,3000
2024-02-11,Rolex,Europe,57,456000,8000
2021-06-12,Gucci,Australia,55,66000,1200
2022-06-24,Gucci,Europe,96,115200,1200
2022-11-15,Gucci,Middle East,46,55200,1200
2023-04-09,Rolex,North America,58,464000,8000
2021-05-11,Gucci,Europe,83,99600,1200
2023-12-24,Dior,North America,20,30000,1500
2025-01-23,Rolex,Australia,28,224000,8000
2024-06-04,Gucci,Australia,65,78000,1200
2022-11-14,Louis Vuitton,Asia,85,212500,2500
2021-08-30,Dior,Middle East,68,102000,1500
2022-06-24,Dior,Europe,11,16500,1500
2023-09-14,Gucci,Australia,26,31200,1200
2021-08-10,Louis Vuitton,Europe,57,142500,2500
2023-04-08,Gucci,Europe,73,87600,1200
2022-04-22,Gucci,Europe,94,112800,1200
2023-05-19,Chanel,Middle East,68,204000,3000
2024-06-17,Gucci,Australia,36,43200,1200
2022-09-17,Louis Vuitton,Middle East,4,10000,2500
2023-10-10,Dior,Middle East,74,111000,1500
2021-11-23,Gucci,Asia,43,51600,1200
2022-08-22,Louis Vuitton,Asia,81,202500,2500
2022-11-08,Louis Vuitton,Australia,87,217500,2500
2021-07-25,Rolex,Middle East,70,560000,8000
2023-09-11,Rolex,Middle East,43,344000,8000
2023-10-27,Louis Vuitton,Australia,92,230000,2500
2022-09-29,Rolex,Asia,18,144000,8000
2022-07-20,Rolex,Middle East,16,128000,8000
2025-01-16,Louis Vuitton,North America,85,212500,2500
2022-12-19,Louis Vuitton,Europe,60,150000,2500
2022-07-18,Chanel,Australia,55,165000,3000
2023-03-15,Gucci,Australia,36,43200,1200
2021-11-06,Rolex,North America,34,272000,8000
2024-06-08,Chanel,Middle East,6,18000,3000
2022-05-18,Dior,Asia,72,108000,1500
2021-11-14,Dior,Europe,59,88500,1500
2024-09-18,Chanel,Middle East,24,72000,3000
2021-07-10,Dior,Middle East,33,49500,1500
2024-06-24,Rolex,Asia,41,328000,8000
2022-08-29,Gucci,Europe,96,115200,1200
2023-06-01,Louis Vuitton,Europe,6,15000,2500
2024-01-28,Chanel,Middle East,34,102000,3000
2024-05-20,Rolex,North America,34,272000,8000
2023-02-04,Dior,Asia,8,12000,1500
2021-07-11,Dior,North America,41,61500,1500
2025-01-11,Gucci,Middle East,29,34800,1200
2024-08-22,Chanel,North America,9,27000,3000
2021-07-14,Rolex,Asia,27,216000,8000
2024-03-17,Gucci,Middle East,19,22800,1200
2021-05-04,Rolex,North America,19,152000,8000
2023-05-06,Louis Vuitton,Middle East,36,90000,2500
2024-01-29,Chanel,Asia,76,228000,3000
2021-05-12,Chanel,Middle East,9,27000,3000
2022-06-19,Rolex,North America,79,632000,8000
2024-06-20,Rolex,North America,96,768000,8000
2023-07-30,Louis Vuitton,Asia,17,42500,2500
2022-03-13,Dior,Australia,91,136500,1500
2023-10-15,Dior,Australia,99,148500,1500
2024-12-25,Dior,North America,29,43500,1500
2021-11-27,Chanel,Asia,66,198000,3000
2025-01-29,Rolex,North America,22,176000,8000
2024-12-21,Chanel,Middle East,27,81000,3000
2024-01-25,Chanel,Australia,50,150000,3000
2022-10-11,Gucci,Australia,12,14400,1200
2024-08-18,Rolex,Australia,13,104000,8000
2021-11-24,Rolex,Middle East,71,568000,8000
2022-04-02,Chanel,Europe,49,147000,3000
2024-08-08,Dior,Asia,67,100500,1500
2023-11-02,Dior,Europe,91,136500,1500
2023-10-19,Chanel,North America,16,48000,3000
2024-08-13,Rolex,North America,83,664000,8000
2021-10-12,Dior,Middle East,9,13500,1500
2022-08-24,Dior,Australia,75,112500,1500
2023-11-10,Gucci,Europe,6,7200,1200
2021-10-12,Louis Vuitton,Asia,90,225000,2500
2024-10-04,Gucci,North America,13,15600,1200
2022-10-26,Gucci,Europe,53,63600,1200
2023-05-22,Dior,Asia,72,108000,1500
2022-10-22,Louis Vuitton,North America,10,25000,2500
2023-03-23,Gucci,Middle East,34,40800,1200
2023-02-04,Louis Vuitton,North America,14,35000,2500
2023-05-04,Rolex,Asia,11,88000,8000
2025-01-30,Dior,North America,20,30000,1500
2021-07-11,Chanel,Australia,27,81000,3000
2022-06-29,Gucci,North America,15,18000,1200
2024-01-19,Chanel,Europe,89,267000,3000
2023-11-13,Louis Vuitton,Australia,63,157500,2500
2024-03-18,Chanel,North America,87,261000,3000
2024-10-04,Dior,Europe,54,81000,1500
2024-05-04,Rolex,Asia,41,328000,8000
2023-08-14,Louis Vuitton,Europe,59,147500,2500
2022-01-30,Gucci,Europe,48,57600,1200
2024-05-03,Chanel,Europe,56,168000,3000
2023-08-21,Dior,Middle East,24,36000,1500
2022-06-14,Rolex,Asia,29,232000,8000
2024-06-18,Dior,Asia,16,24000,1500
2021-08-10,Louis Vuitton,Asia,13,32500,2500
2023-12-11,Louis Vuitton,Australia,65,162500,2500
2024-07-10,Louis Vuitton,Europe,48,120000,2500
2024-12-24,Dior,Europe,32,48000,1500
2022-07-05,Dior,Australia,49,73500,1500
2022-01-29,Louis Vuitton,North America,85,212500,2500
2022-04-18,Gucci,Australia,61,73200,1200
2023-08-16,Dior,North America,16,24000,1500
2023-12-04,Rolex,North America,84,672000,8000
2021-05-21,Chanel,North America,90,270000,3000
2023-04-24,Chanel,North America,31,93000,3000
2024-01-24,Rolex,Middle East,19,152000,8000
2023-10-23,Dior,North America,72,108000,1500
2022-02-22,Gucci,Europe,9,10800,1200
2022-04-20,Chanel,Europe,45,135000,3000
2022-09-11,Gucci,North America,62,74400,1200
2023-07-28,Louis Vuitton,Europe,13,32500,2500
2022-06-29,Chanel,Middle East,22,66000,3000
2024-10-24,Rolex,Australia,81,648000,8000
2022-08-30,Louis Vuitton,North America,98,245000,2500
2024-08-19,Dior,Middle East,11,16500,1500
2024-09-18,Louis Vuitton,Europe,57,142500,2500
2022-02-15,Louis Vuitton,Asia,9,22500,2500
2023-10-28,Rolex,Australia,63,504000,8000
2022-01-17,Rolex,Asia,36,288000,8000
2024-05-18,Chanel,Europe,2,6000,3000
2021-11-25,Chanel,Europe,75,225000,3000
2024-01-13,Gucci,Australia,62,74400,1200
2023-09-14,Chanel,North America,73,219000,3000
2024-10-11,Rolex,Middle East,25,200000,8000
2024-01-03,Gucci,North America,79,94800,1200
2023-02-02,Dior,Europe,97,145500,1500
2022-07-11,Gucci,North America,24,28800,1200
2023-12-02,Dior,Middle East,46,69000,1500
2021-08-28,Gucci,Europe,94,112800,1200
2022-01-05,Rolex,Asia,82,656000,8000
2024-03-05,Rolex,Europe,65,520000,8000
2021-09-26,Dior,Asia,4,6000,1500
2021-12-08,Louis Vuitton,Middle East,29,72500,2500
2025-02-01,Chanel,Asia,92,276000,3000
2023-07-27,Dior,Australia,87,130500,1500
2023-04-11,Rolex,Europe,61,488000,8000
2022-07-20,Rolex,North America,37,296000,8000
2022-07-12,Chanel,Europe,97,291000,3000
2021-11-03,Louis Vuitton,Australia,7,17500,2500
2021-07-17,Louis Vuitton,Asia,76,190000,2500
2024-09-17,Chanel,Australia,64,192000,3000
2021-09-21,Louis Vuitton,Europe,80,200000,2500
2022-06-25,Dior,Asia,45,67500,1500
2022-10-19,Gucci,Asia,2,2400,1200
2024-05-07,Chanel,Asia,92,276000,3000
2024-02-22,Gucci,Europe,94,112800,1200
2024-02-03,Louis Vuitton,North America,80,200000,2500
2021-07-23,Dior,North America,64,96000,1500
2023-06-14,Dior,Asia,73,109500,1500
2023-01-24,Rolex,Middle East,25,200000,8000
2023-12-28,Chanel,North America,59,177000,3000
2023-02-12,Louis Vuitton,Australia,55,137500,2500
2023-04-03,Gucci,Middle East,12,14400,1200
2023-04-29,Dior,Europe,84,126000,1500
2023-09-27,Chanel,Middle East,91,273000,3000
2021-03-19,Chanel,Middle East,25,75000,3000
2022-06-03,Chanel,Asia,32,96000,3000
2024-02-18,Gucci,Asia,61,73200,1200
2024-07-28,Dior,Australia,1,1500,1500
2021-10-01,Rolex,Asia,89,712000,8000
2023-04-20,Rolex,Middle East,36,288000,8000
2022-08-02,Chanel,Middle East,45,135000,3000
2021-08-24,Dior,Europe,54,81000,1500
2022-11-24,Chanel,Australia,81,243000,3000
2022-06-22,Chanel,Asia,16,48000,3000
2024-02-29,Chanel,Europe,80,240000,3000
2023-11-02,Louis Vuitton,Middle East,50,125000,2500
2022-04-25,Louis Vuitton,Australia,67,167500,2500
2024-10-02,Louis Vuitton,Europe,57,142500,2500
2023-09-03,Louis Vuitton,Australia,24,60000,2500
2022-06-09,Chanel,Middle East,61,183000,3000
2023-09-04,Gucci,Asia,51,61200,1200
2022-01-04,Gucci,Europe,50,60000,1200
2022-10-09,Rolex,Middle East,2,16000,8000
2024-05-31,Dior,Europe,51,76500,1500
2022-11-15,Louis Vuitton,Australia,29,72500,2500
2022-07-04,Louis Vuitton,Australia,69,172500,2500
2021-06-03,Louis Vuitton,Europe,5,12500,2500
2024-09-08,Rolex,Asia,79,632000,8000
2024-03-03,Chanel,Middle East,93,279000,3000
2022-01-13,Chanel,Europe,83,249000,3000
2022-11-23,Gucci,North America,92,110400,1200
2023-10-01,Gucci,Middle East,90,108000,1200
2023-05-24,Dior,North America,70,105000,1500
2021-04-03,Louis Vuitton,Middle East,67,167500,2500
2024-01-01,Dior,Australia,96,144000,1500
2022-06-13,Rolex,Europe,53,424000,8000
2021-05-13,Chanel,Europe,73,219000,3000
2023-02-02,Chanel,Australia,42,126000,3000
2023-08-27,Rolex,Australia,11,88000,8000
2023-05-22,Dior,Australia,30,45000,1500
2023-06-24,Chanel,Asia,62,186000,3000
2024-01-22,Louis Vuitton,North America,17,42500,2500
2023-01-19,Gucci,Asia,15,18000,1200
2022-11-12,Dior,Middle East,34,51000,1500
2021-05-06,Dior,Australia,3,4500,1500
2021-06-24,Dior,Middle East,82,123000,1500
2024-06-01,Gucci,Europe,24,28800,1200
2022-07-18,Chanel,North America,20,60000,3000
2021-12-03,Chanel,North America,6,18000,3000
2024-06-09,Dior,Europe,91,136500,1500
2022-09-05,Rolex,Europe,67,536000,8000
2023-06-15,Gucci,North America,99,118800,1200
2025-02-01,Rolex,Middle East,43,344000,8000
2024-08-08,Gucci,North America,86,103200,1200
2025-02-10,Dior,Asia,99,148500,1500
2024-10-02,Rolex,Asia,50,400000,8000
2023-08-04,Louis Vuitton,Middle East,20,50000,2500
2024-08-16,Rolex,Europe,41,328000,8000
2024-01-19,Dior,North America,97,145500,1500
2024-05-23,Chanel,Australia,56,168000,3000
2022-08-26,Chanel,Europe,80,240000,3000
2022-11-28,Louis Vuitton,North America,32,80000,2500
2024-08-31,Gucci,North America,69,82800,1200
2022-11-18,Chanel,Australia,49,147000,3000
2024-07-10,Chanel,Australia,95,285000,3000
2021-03-03,Gucci,Middle East,82,98400,1200
2022-12-13,Gucci,Asia,95,114000,1200
2024-07-02,Chanel,Europe,61,183000,3000
2024-05-07,Dior,North America,46,69000,1500
2022-02-26,Gucci,Australia,86,103200,1200
2021-09-10,Chanel,Australia,41,123000,3000
2024-08-17,Chanel,Asia,53,159000,3000
2021-08-08,Louis Vuitton,Middle East,87,217500,2500
2024-06-22,Dior,Asia,67,100500,1500
2021-11-24,Rolex,Middle East,41,328000,8000
2021-12-31,Gucci,Australia,76,91200,1200
2024-04-24,Gucci,Australia,25,30000,1200
2023-08-09,Dior,Europe,11,16500,1500
2024-03-06,Dior,Australia,6,9000,1500
2021-07-01,Dior,Europe,7,10500,1500
2023-05-10,Rolex,Europe,47,376000,8000
2024-11-23,Dior,Australia,59,88500,1500
2024-08-20,Dior,Asia,74,111000,1500
2022-07-04,Chanel,Australia,34,102000,3000
2021-09-26,Chanel,North America,23,69000,3000
2024-03-04,Dior,Middle East,8,12000,1500
2024-08-02,Rolex,North America,31,248000,8000
2023-04-01,Louis Vuitton,Europe,31,77500,2500
2024-05-04,Gucci,Australia,72,86400,1200
2021-03-15,Rolex,Middle East,90,720000,8000
2022-01-27,Dior,Europe,77,115500,1500
2024-07-25,Gucci,Europe,21,25200,1200
2024-03-30,Dior,Middle East,94,141000,1500
2021-09-03,Louis Vuitton,Asia,1,2500,2500
2021-04-10,Dior,Middle East,77,115500,1500
2024-11-17,Dior,North America,55,82500,1500
2022-12-02,Louis Vuitton,Middle East,18,45000,2500
2024-04-19,Dior,Australia,8,12000,1500
2023-01-24,Gucci,Asia,44,52800,1200
2024-09-04,Chanel,Asia,70,210000,3000
2022-12-22,Rolex,Europe,94,752000,8000
2023-12-22,Dior,Middle East,76,114000,1500
2024-07-13,Dior,Europe,54,81000,1500
2022-06-27,Louis Vuitton,Asia,13,32500,2500
2021-08-04,Rolex,North America,7,56000,8000
2023-09-21,Gucci,North America,73,87600,1200
2023-11-07,Chanel,Australia,52,156000,3000
2021-10-23,Gucci,North America,52,62400,1200
2023-09-28,Louis Vuitton,Asia,50,125000,2500
2023-11-11,Chanel,Asia,29,87000,3000
2023-07-28,Louis Vuitton,North America,70,175000,2500
2021-09-08,Dior,Asia,72,108000,1500
2022-05-03,Rolex,Middle East,58,464000,8000
2022-12-19,Dior,Asia,34,51000,1500
2022-03-30,Louis Vuitton,North America,22,55000,2500
2022-07-27,Gucci,Europe,29,34800,1200
2022-10-27,Rolex,Europe,30,240000,8000
2023-03-11,Gucci,Europe,30,36000,1200
2021-06-17,Dior,North America,63,94500,1500
2024-12-17,Louis Vuitton,North America,23,57500,2500
2024-11-21,Gucci,Middle East,68,81600,1200
2021-06-25,Dior,Europe,77,115500,1500
2024-04-01,Dior,Australia,82,123000,1500
2025-02-15,Chanel,Europe,89,267000,3000
2021-09-30,Louis Vuitton,North America,19,47500,2500
2022-05-29,Dior,Middle East,96,144000,1500
2021-03-19,Gucci,Australia,86,103200,1200
2021-04-17,Dior,Middle East,2,3000,1500
2023-02-14,Louis Vuitton,Australia,26,65000,2500
2022-04-17,Gucci,Europe,76,91200,1200
2024-04-08,Louis Vuitton,Europe,96,240000,2500
2021-11-26,Gucci,Middle East,23,27600,1200
2023-01-09,Dior,Asia,84,126000,1500
2022-10-28,Chanel,Australia,58,174000,3000
2021-10-05,Chanel,Europe,41,123000,3000
2024-02-08,Chanel,Europe,91,273000,3000
2022-03-31,Gucci,Middle East,70,84000,1200
2025-02-02,Rolex,Australia,34,272000,8000
2021-03-22,Chanel,Europe,49,147000,3000
2023-10-09,Gucci,Europe,29,34800,1200
2024-03-22,Dior,Europe,52,78000,1500
2025-01-22,Dior,Europe,66,99000,1500
2021-07-15,Louis Vuitton,Asia,84,210000,2500
2022-08-10,Louis Vuitton,Europe,66,165000,2500
2023-06-18,Chanel,North America,63,189000,3000
2023-07-24,Rolex,Europe,42,336000,8000
2024-05-20,Louis Vuitton,Asia,32,80000,2500
2023-05-27,Louis Vuitton,Asia,47,117500,2500
2021-08-12,Chanel,Europe,6,18000,3000
2021-08-28,Gucci,Asia,16,19200,1200
2023-02-09,Gucci,Middle East,78,93600,1200
2023-02-14,Louis Vuitton,Asia,88,220000,2500
2023-11-25,Gucci,North America,75,90000,1200
2024-09-01,Dior,Asia,73,109500,1500
2021-07-16,Dior,Europe,67,100500,1500
2022-08-25,Dior,Europe,59,88500,1500
2024-01-25,Dior,Australia,79,118500,1500
2022-11-11,Gucci,Europe,87,104400,1200
2022-07-28,Louis Vuitton,Australia,70,175000,2500
2023-08-22,Gucci,Australia,10,12000,1200
2021-06-13,Rolex,Middle East,73,584000,8000
2023-01-25,Chanel,Middle East,40,120000,3000
2024-10-12,Chanel,Middle East,18,54000,3000
2023-01-23,Gucci,Middle East,73,87600,1200
2021-08-22,Dior,Europe,22,33000,1500
2023-02-08,Louis Vuitton,North America,47,117500,2500
2023-06-07,Rolex,Australia,48,384000,8000
2024-02-28,Chanel,Asia,59,177000,3000
2022-11-20,Dior,Asia,83,124500,1500
2024-06-29,Gucci,North America,44,52800,1200
2023-03-18,Dior,Europe,32,48000,1500
2021-11-15,Rolex,Australia,41,328000,8000
2021-10-15,Louis Vuitton,North America,20,50000,2500
2024-10-30,Chanel,Australia,49,147000,3000
2021-10-22,Rolex,Australia,37,296000,8000
2024-07-14,Dior,Australia,20,30000,1500
2024-04-12,Louis Vuitton,Australia,68,170000,2500
2024-12-07,Rolex,Australia,34,272000,8000
2023-12-18,Rolex,Middle East,11,88000,8000
2025-02-20,Dior,Europe,59,88500,1500
2021-11-13,Gucci,Europe,79,94800,1200
2021-09-23,Gucci,Europe,13,15600,1200
2022-10-02,Gucci,North America,87,104400,1200
2023-11-24,Chanel,Australia,34,102000,3000
2024-08-10,Rolex,North America,13,104000,8000
2025-01-13,Gucci,Europe,78,93600,1200
2024-11-19,Gucci,Australia,61,73200,1200
2021-09-05,Louis Vuitton,Middle East,88,220000,2500
2023-06-17,Gucci,Asia,4,4800,1200
2024-07-01,Gucci,North America,13,15600,1200
2024-02-18,Rolex,North America,97,776000,8000
2023-05-22,Chanel,Asia,72,216000,3000
2021-06-09,Rolex,Australia,47,376000,8000
2021-12-10,Louis Vuitton,Asia,73,182500,2500
2021-11-23,Chanel,Middle East,61,183000,3000
2023-11-26,Gucci,North America,14,16800,1200
2024-01-23,Louis Vuitton,Australia,65,162500,2500
2024-09-01,Louis Vuitton,Europe,65,162500,2500
2022-05-24,Chanel,North America,86,258000,3000
2021-07-27,Louis Vuitton,Europe,59,147500,2500
2021-08-20,Chanel,Asia,81,243000,3000
2021-12-17,Chanel,Australia,77,231000,3000
2023-01-25,Gucci,Middle East,46,55200,1200
2021-10-18,Chanel,Middle East,28,84000,3000
2024-06-24,Rolex,Middle East,12,96000,8000
2021-07-27,Louis Vuitton,Australia,64,160000,2500
2023-09-20,Dior,Asia,32,48000,1500
2023-08-07,Chanel,North America,11,33000,3000
2024-06-21,Dior,North America,75,112500,1500
2023-10-21,Louis Vuitton,North America,6,15000,2500
2021-10-05,Gucci,Australia,67,80400,1200
2024-05-10,Chanel,Asia,49,147000,3000
2023-05-22,Gucci,Asia,84,100800,1200
2023-03-17,Rolex,Europe,29,232000,8000
2023-08-26,Louis Vuitton,North America,33,82500,2500
2021-11-26,Gucci,Australia,19,22800,1200
2024-08-19,Louis Vuitton,Australia,42,105000,2500
2022-01-14,Gucci,Asia,28,33600,1200
2021-04-30,Gucci,Asia,43,51600,1200
2023-10-16,Chanel,Middle East,84,252000,3000
2024-01-05,Rolex,North America,20,160000,8000
2024-09-28,Gucci,North America,90,108000,1200
2024-02-17,Dior,Middle East,11,16500,1500
2022-08-12,Gucci,Europe,45,54000,1200
2023-09-25,Louis Vuitton,Australia,37,92500,2500
2022-06-21,Rolex,North America,73,584000,8000
2022-12-30,Dior,Middle East,24,36000,1500
2021-03-25,Rolex,Middle East,6,48000,8000
2022-03-21,Dior,Middle East,44,66000,1500
2025-02-17,Gucci,North America,53,63600,1200
2022-03-26,Rolex,Europe,52,416000,8000
2021-08-19,Gucci,Australia,21,25200,1200
2021-11-24,Louis Vuitton,Middle East,48,120000,2500
2025-01-29,Louis Vuitton,Australia,10,25000,2500
2021-10-15,Gucci,Australia,77,92400,1200
2021-06-22,Gucci,Australia,86,103200,1200
2023-07-10,Chanel,Middle East,53,159000,3000
2023-06-18,Dior,North America,80,120000,1500
2023-07-25,Louis Vuitton,Australia,54,135000,2500
2023-03-22,Dior,Europe,31,46500,1500
2024-01-06,Rolex,Middle East,95,760000,8000
2025-02-01,Dior,Europe,39,58500,1500
2021-10-28,Rolex,Australia,12,96000,8000
2023-06-09,Dior,Europe,66,99000,1500
2024-06-02,Chanel,Middle East,91,273000,3000
2022-03-27,Dior,Australia,66,99000,1500
2021-11-20,Dior,Asia,69,103500,1500
2024-03-25,Rolex,Europe,55,440000,8000
2023-04-13,Chanel,Australia,68,204000,3000
2024-10-01,Louis Vuitton,North America,40,100000,2500
2025-01-27,Dior,Asia,25,37500,1500
2021-04-27,Dior,North America,50,75000,1500
2024-09-23,Louis Vuitton,Asia,29,72500,2500
2022-09-20,Gucci,Australia,16,19200,1200
2021-04-19,Chanel,Europe,71,213000,3000
2023-09-06,Gucci,Europe,89,106800,1200
2023-03-23,Dior,Asia,9,13500,1500
2022-11-29,Dior,North America,22,33000,1500
2022-12-07,Dior,North America,54,81000,1500
2021-06-21,Dior,Europe,71,106500,1500
2021-05-03,Chanel,North America,65,195000,3000
2023-09-27,Rolex,Middle East,70,560000,8000
2023-06-25,Chanel,Asia,71,213000,3000
2023-01-15,Louis Vuitton,Europe,67,167500,2500
2021-07-15,Louis Vuitton,Europe,42,105000,2500
2021-04-24,Gucci,Europe,22,26400,1200
2022-12-18,Louis Vuitton,Asia,58,145000,2500
2022-10-26,Rolex,Australia,57,456000,8000
2022-10-01,Gucci,Europe,84,100800,1200
2023-04-18,Rolex,Asia,54,432000,8000
2023-10-31,Louis Vuitton,Australia,46,115000,2500
2021-05-27,Chanel,Europe,62,186000,3000
2022-03-17,Rolex,Asia,54,432000,8000
2024-11-24,Gucci,North America,47,56400,1200
2025-02-15,Louis Vuitton,Australia,16,40000,2500
2023-02-27,Louis Vuitton,Middle East,90,225000,2500
2023-03-02,Rolex,Australia,53,424000,8000
2021-04-01,Chanel,Middle East,53,159000,3000
2023-08-20,Louis Vuitton,Asia,10,25000,2500
2022-12-14,Chanel,North America,72,216000,3000
2024-08-04,Louis Vuitton,Middle East,49,122500,2500
2024-09-08,Rolex,Europe,33,264000,8000
2025-01-25,Louis Vuitton,Asia,6,15000,2500
2023-11-01,Gucci,Middle East,66,79200,1200
2024-04-10,Rolex,Asia,62,496000,8000
2023-02-22,Rolex,Asia,80,640000,8000
2025-01-04,Louis Vuitton,North America,16,40000,2500
2024-07-07,Chanel,Asia,63,189000,3000
2024-01-28,Louis Vuitton,North America,40,100000,2500
2023-09-17,Gucci,Australia,3,3600,1200
2023-04-07,Rolex,Asia,36,288000,8000
2024-04-22,Louis Vuitton,Asia,10,25000,2500
2023-12-01,Chanel,North America,79,237000,3000
2021-06-01,Louis Vuitton,Europe,62,155000,2500
2023-11-12,Dior,Australia,76,114000,1500
2024-07-26,Louis Vuitton,Europe,81,202500,2500
2021-03-09,Rolex,Europe,84,672000,8000
2024-04-23,Louis Vuitton,North America,49,122500,2500
